ATF	1.0
32	41    
"Type=GenePix Export 3"
"DateTime=2023/05/30 14:50:00"
"Settings=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\Settings slide #1 F532.gps"
"GalFile=R:\Para-ClinicalTrial\Emma Houlder\Lab files\D&A\ReCHISVac (R)\Arrays (A)\R_A_003 full array\2023.05.30\GAL file Schistosoma glycan_protein array May 2023.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\US23502317_1003449801_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2860, 1690"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier=BioRobotics"
"ArrayerSoftwareName=TAS Application Suite (MicroGrid II)"
"ArrayerSoftwareVersion=2.4.0.3"
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
15	11	4	"protein 70"	"239"	14490	29750	100	618	617	86	912	915	912	74	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-294	-295	Error	-294	-295	49354	-4.027	13	8	3071
15	12	4	"protein 70"	"239"	14730	29750	100	619	618	94	890	888	890	72	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-271	-272	Error	-271	-272	49470	-3.750	15	8	3072
15	1	5	"protein 91"	"211"	12040	29990	100	753	773	116	933	932	933	139	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-180	-160	Error	-180	-160	61837	-1.144	15	14	3073
15	2	5	"protein 91"	"211"	12280	29990	100	776	785	152	924	927	924	107	6	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-148	-139	Error	-148	-139	62794	-1.327	19	11	3074
15	3	5	"protein 91"	"211"	12530	29990	100	792	814	156	938	945	938	104	5	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-146	-124	Error	-146	-124	65130	-1.260	19	11	3075
15	4	5	"protein 40"	"215"	12770	29990	100	890	1399	2162	966	961	966	120	20	15	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-76	433	Error	-76	433	111910	3.650	154	12	3076
15	5	5	"protein 40"	"215"	13020	29990	100	784	777	151	939	910	939	201	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-155	-162	Error	-155	-162	62179	-0.662	19	22	3077
15	6	5	"protein 40"	"215"	13260	29990	100	618	628	106	809	861	809	178	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-191	-181	Error	-191	-181	50269	-1.309	16	20	3078
15	7	5	"protein 42"	"219"	13510	29990	100	658	661	104	874	884	874	159	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-216	-213	Error	-216	-213	52909	-1.403	15	17	3079
15	8	5	"protein 42"	"219"	13750	29990	100	743	749	146	854	859	854	116	4	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-111	-105	Error	-111	-105	59932	-0.948	19	13	3080
15	9	5	"protein 42"	"219"	14000	29990	100	720	740	165	959	933	959	131	4	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-239	-219	Error	-239	-219	59161	-1.473	22	14	3081
15	10	5	"protein 29"	"223"	14240	29990	100	804	805	94	1016	1017	1016	69	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-212	-211	Error	-212	-211	64380	-3.072	11	6	3082
15	11	5	"protein 29"	"223"	14490	29990	100	751	763	119	963	968	963	80	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-212	-200	Error	-212	-200	61032	-2.562	15	8	3083
15	12	5	"protein 29"	"223"	14730	29990	100	728	730	108	915	918	915	61	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-187	-185	Error	-187	-185	58366	-3.082	14	6	3084
15	1	6	"protein 1"	"195"	12040	30240	100	1522	1572	283	1020	1013	1020	98	96	95	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	502	552	Error	502	552	125723	5.704	18	9	3085
15	2	6	"protein 1"	"195"	12280	30240	100	1596	1586	270	1004	986	1004	106	96	95	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	592	582	Error	592	582	126889	5.660	17	10	3086
15	3	6	"protein 1"	"195"	12530	30240	100	1611	1632	323	969	951	969	103	98	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	642	663	Error	642	663	130550	6.612	19	10	3087
15	4	6	"protein 21"	"199"	12770	30240	100	466	490	144	949	951	949	98	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-483	-459	Error	-483	-459	39201	-4.704	29	10	3088
15	5	6	"protein 21"	"199"	13020	30240	100	446	478	139	969	986	969	112	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-523	-491	Error	-523	-491	38269	-4.536	29	11	3089
15	6	6	"protein 21"	"199"	13260	30240	100	445	482	143	988	991	988	96	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-543	-506	Error	-543	-506	38534	-5.302	29	9	3090
15	7	6	"protein 59"	"203"	13510	30240	100	534	594	182	1000	1003	1000	90	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-466	-406	Error	-466	-406	47488	-4.544	30	8	3091
15	8	6	"protein 59"	"203"	13750	30240	100	585	608	174	981	986	981	85	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-396	-373	Error	-396	-373	48678	-4.447	28	8	3092
15	9	6	"protein 59"	"203"	14000	30240	100	603	640	214	942	926	942	125	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-339	-302	Error	-339	-302	51183	-2.288	33	13	3093
15	10	6	"protein 63"	"207"	14230	30240	90	8119	7808	3353	901	909	901	206	100	98	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	7218	6907	Error	7218	6907	406000	33.490	42	22	3094
15	11	6	"protein 63"	"207"	14490	30240	80	8678	8002	2721	968	981	968	138	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	7710	7034	Error	7710	7034	416092	50.877	34	14	3095
15	12	6	"protein 63"	"207"	14730	30230	90	7805	7840	2512	900	911	900	111	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	6905	6940	Error	6905	6940	407684	62.423	32	12	3096
15	1	7	"protein 8"	"179"	12040	30480	100	323	385	180	917	920	917	89	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-594	-532	Error	-594	-532	30836	-6.011	46	9	3097
15	2	7	"protein 8"	"179"	12280	30480	100	333	360	152	866	874	866	93	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-533	-506	Error	-533	-506	28766	-5.527	42	10	3098
15	3	7	"protein 8"	"179"	12530	30480	100	315	356	159	821	826	821	103	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-506	-465	Error	-506	-465	28519	-4.563	44	12	3099
15	4	7	"protein 15"	"183"	12770	30480	100	347	374	131	771	769	771	118	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-424	-397	Error	-424	-397	29919	-3.347	35	15	3100
15	5	7	"protein 15"	"183"	13020	30480	100	401	392	135	738	749	738	128	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-337	-346	Error	-337	-346	31386	-2.789	34	17	3101
15	6	7	"protein 15"	"183"	13260	30480	100	375	401	145	758	767	758	127	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-383	-357	Error	-383	-357	32098	-2.882	36	16	3102
15	7	7	"protein 76"	"187"	13510	30480	100	563	575	97	789	799	789	140	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-226	-214	Error	-226	-214	46018	-1.600	16	17	3103
15	8	7	"protein 76"	"187"	13750	30480	100	572	587	113	798	798	798	130	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-226	-211	Error	-226	-211	46946	-1.623	19	16	3104
15	9	7	"protein 76"	"187"	14000	30480	100	591	604	110	823	814	823	136	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-232	-219	Error	-232	-219	48350	-1.544	18	16	3105
15	10	7	"protein 12"	"191"	14240	30480	100	331	382	170	892	893	892	79	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-561	-510	Error	-561	-510	30557	-6.468	44	8	3106
15	11	7	"protein 12"	"191"	14490	30480	100	340	410	206	950	949	950	102	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-610	-540	Error	-610	-540	32787	-5.284	50	10	3107
15	12	7	"protein 12"	"191"	14730	30480	100	377	433	218	970	971	970	78	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-593	-537	Error	-593	-537	34608	-6.897	50	8	3108
15	1	8	"CA-periodate 100 mg/ml"	"163"	12040	30730	90	16439	25454	22289	737	731	737	101	98	96	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	15702	24717	Error	15702	24717	1323604	244.782	87	13	3109
15	2	8	"CA-periodate 100 mg/ml"	"163"	12280	30730	90	19541	27036	22205	638	643	638	93	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	18903	26398	Error	18903	26398	1405855	283.796	82	14	3110
15	3	8	"CA-periodate 100 mg/ml"	"163"	12530	30740	80	18596	26919	22216	587	590	587	74	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	18009	26332	Error	18009	26332	1399788	355.797	82	12	3111
15	4	8	"AWA-TCA 100 mg/ml"	"167"	12770	30730	100	332	560	368	538	536	538	74	38	34	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-206	22	Error	-206	22	44820	0.324	65	13	3112
15	5	8	"AWA-TCA 100 mg/ml"	"167"	13020	30730	100	325	553	360	523	520	523	76	35	31	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-198	30	Error	-198	30	44256	0.434	65	14	3113
15	6	8	"AWA-TCA 100 mg/ml"	"167"	13260	30730	100	309	544	369	519	517	519	87	35	31	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-210	25	Error	-210	25	43506	0.310	67	16	3114
15	7	8	"blank-20"	"171"	13510	30730	100	262	337	171	527	530	527	70	9	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-265	-190	Error	-265	-190	26931	-2.757	50	13	3115
15	8	8	"blank-20"	"171"	13750	30730	100	272	335	140	523	531	523	79	6	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-251	-188	Error	-251	-188	26764	-2.481	41	14	3116
15	9	8	"blank-20"	"171"	14000	30730	100	287	342	137	544	552	544	76	4	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-257	-202	Error	-257	-202	27366	-2.763	40	13	3117
15	10	8	"protein 103"	"175"	14240	30730	100	479	493	104	731	730	731	137	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-252	-238	Error	-252	-238	39432	-1.730	21	18	3118
15	11	8	"protein 103"	"175"	14490	30730	100	646	653	139	874	871	874	100	1	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-228	-221	Error	-228	-221	52216	-2.180	21	11	3119
15	12	8	"protein 103"	"175"	14730	30730	100	668	687	138	937	931	937	107	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-269	-250	Error	-269	-250	54958	-2.280	20	11	3120
15	1	9	"blank-18"	"147"	12040	30970	100	307	319	85	614	622	614	96	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-307	-295	Error	-307	-295	25555	-3.156	26	15	3121
15	2	9	"blank-18"	"147"	12280	30970	100	249	288	100	522	529	522	81	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-273	-234	Error	-273	-234	23044	-2.975	34	15	3122
15	3	9	"blank-18"	"147"	12530	30970	100	253	289	88	516	516	516	54	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-263	-227	Error	-263	-227	23159	-4.204	30	10	3123
15	4	9	"LeX-BSA 100 mg/ml"	"151"	12770	30970	100	419	498	190	545	547	545	51	23	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-126	-47	Error	-126	-47	39836	-0.961	38	9	3124
15	5	9	"LeX-BSA 100 mg/ml"	"151"	13020	30970	100	420	493	204	560	558	560	50	21	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-140	-67	Error	-140	-67	39449	-1.300	41	8	3125
15	6	9	"LeX-BSA 100 mg/ml"	"151"	13260	30970	100	402	524	310	531	533	531	55	24	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-129	-7	Error	-129	-7	41888	-0.164	59	10	3126
15	7	9	"CAA hexamer 10 uM"	"155"	13510	30950	60	2967	2839	1507	430	397	430	122	97	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	2537	2409	Error	2537	2409	90847	20.016	53	30	3127
15	8	9	"CAA hexamer 10 uM"	"155"	13750	30980	60	2853	2895	1593	403	382	403	110	94	91	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	2450	2492	Error	2450	2492	92639	22.845	55	28	3128
15	9	9	"CAA hexamer 10 uM"	"155"	13990	30970	50	2240	2784	1704	284	308	284	81	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1956	2500	Error	1956	2500	33412	30.568	61	26	3129
15	10	9	"AWA-mock 100 mg/ml"	"159"	14240	30970	100	499	616	375	564	568	564	69	44	38	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-65	52	Error	-65	52	49261	0.696	60	12	3130
15	11	9	"AWA-mock 100 mg/ml"	"159"	14490	30970	100	530	649	396	630	637	630	91	36	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-100	19	Error	-100	19	51923	0.132	61	14	3131
15	12	9	"AWA-mock 100 mg/ml"	"159"	14730	30970	100	559	773	650	708	706	708	94	33	20	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-149	65	Error	-149	65	61861	0.713	84	13	3132
15	1	10	"Eggs rEGC Lipid NP19-RP06 10 uM"	"131"	12040	31200	60	55426	43417	24954	485	452	485	131	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	54941	42932	Error	54941	42932	1389355	327.977	57	28	3133
15	2	10	"Eggs rEGC Lipid NP19-RP06 10 uM"	"131"	12270	31220	50	65198	61946	6570	274	307	274	115	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	64924	61672	Error	64924	61672	743353	535.991	10	37	3134
15	3	10	"Eggs rEGC Lipid NP19-RP06 10 uM"	"131"	12520	31210	60	53344	45352	22262	396	367	396	97	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	52948	44956	Error	52948	44956	1451251	463.763	49	26	3135
15	4	10	"blank-11"	"135"	12770	31220	100	254	285	92	496	496	496	59	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-242	-211	Error	-242	-211	22832	-3.576	32	11	3136
15	5	10	"blank-11"	"135"	13020	31220	100	245	286	89	517	517	517	57	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-272	-231	Error	-272	-231	22874	-4.053	31	11	3137
15	6	10	"blank-11"	"135"	13260	31220	100	249	274	75	511	512	511	53	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-262	-237	Error	-262	-237	21917	-4.491	27	10	3138
15	7	10	"Eggs rEGC Lipid NP22-RP02 1 uM"	"139"	13510	31220	100	222	294	159	474	472	474	51	14	11	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-252	-180	Error	-252	-180	23483	-3.490	54	10	3139
15	8	10	"Eggs rEGC Lipid NP22-RP02 1 uM"	"139"	13750	31220	100	244	378	256	458	457	458	48	26	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-214	-80	Error	-214	-80	30246	-1.646	67	10	3140
15	9	10	"Eggs rEGC Lipid NP22-RP02 1 uM"	"139"	14000	31220	100	273	397	308	481	482	481	53	19	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-208	-84	Error	-208	-84	31727	-1.604	77	10	3141
15	10	10	"Eggs rEGC Lipid NP23-RP02 3 uM"	"143"	14240	31210	70	61505	50000	19907	473	449	473	100	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	61032	49527	Error	61032	49527	1600011	495.510	39	22	3142
15	11	10	"Eggs rEGC Lipid NP23-RP02 3 uM"	"143"	14490	31210	70	63283	49276	21203	470	443	470	102	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	62813	48806	Error	62813	48806	1576825	478.755	43	23	3143
15	12	10	"Eggs rEGC Lipid NP23-RP02 3 uM"	"143"	14720	31200	70	60037	48009	22469	529	518	529	112	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	59508	47480	Error	59508	47480	1536281	424.027	46	21	3144
15	1	11	"Eggs O-glycan NP15-RP06 1 uM"	"115"	12030	31450	70	1058	1087	572	500	474	500	112	81	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	558	587	Error	558	587	34769	5.473	52	23	3145
15	2	11	"Eggs O-glycan NP15-RP06 1 uM"	"115"	12280	31440	60	1363	1347	721	450	410	450	108	81	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	913	897	Error	913	897	43104	8.676	53	26	3146
15	3	11	"Eggs O-glycan NP15-RP06 1 uM"	"115"	12520	31450	70	1040	1213	753	390	372	390	84	81	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	650	823	Error	650	823	38805	10.012	62	22	3147
15	4	11	"Cercariae rEGC Lipid NP24-RP02 1 uM"	"119"	12760	31440	60	30947	31037	14255	377	352	377	102	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	30570	30660	Error	30570	30660	993181	300.833	45	28	3148
15	5	11	"Cercariae rEGC Lipid NP24-RP02 1 uM"	"119"	13020	31450	70	22926	25939	13705	425	395	425	102	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	22501	25514	Error	22501	25514	830051	250.431	52	25	3149
15	6	11	"Cercariae rEGC Lipid NP24-RP02 1 uM"	"119"	13250	31440	70	24021	25257	15247	426	395	426	104	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	23595	24831	Error	23595	24831	808213	239.058	60	26	3150
15	7	11	"Cercariae rEGC Lipid NP28-RP01 1 uM"	"123"	13500	31460	70	50828	45434	17691	478	440	478	115	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	50350	44956	Error	50350	44956	1453901	391.252	38	26	3151
15	8	11	"Cercariae rEGC Lipid NP28-RP01 1 uM"	"123"	13770	31430	60	49819	41642	22834	485	2374	485	9281	88	72	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	49334	41157	Error	49334	41157	1332557	4.231	54	390	3152
15	9	11	"Cercariae rEGC Lipid NP28-RP01 1 uM"	"123"	13990	31450	60	43282	42343	18831	467	433	467	111	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	42815	41876	Error	42815	41876	1354964	377.568	44	25	3153
15	10	11	"Eggs rEGC Lipid NP16-RP03 3 uM"	"127"	14240	31450	60	56330	47028	20806	440	422	440	96	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	55890	46588	Error	55890	46588	1504890	485.479	44	22	3154
15	11	11	"Eggs rEGC Lipid NP16-RP03 3 uM"	"127"	14490	31450	60	47038	42630	18844	426	405	426	87	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	46612	42204	Error	46612	42204	1364146	485.345	44	21	3155
15	12	11	"Eggs rEGC Lipid NP16-RP03 3 uM"	"127"	14730	31450	60	39635	37263	19463	453	459	453	110	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	39182	36810	Error	39182	36810	1192421	334.582	52	23	3156
15	1	12	"Eggs O-glycan NP10-RP06 10 uM"	"99"	12040	31710	100	259	351	185	499	505	499	53	19	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-240	-148	Error	-240	-148	28117	-2.906	52	10	3157
15	2	12	"Eggs O-glycan NP10-RP06 10 uM"	"99"	12280	31710	100	239	359	218	465	465	465	55	25	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-226	-106	Error	-226	-106	28691	-1.927	60	11	3158
15	3	12	"Eggs O-glycan NP10-RP06 10 uM"	"99"	12530	31710	100	212	325	204	420	420	420	42	25	21	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-208	-95	Error	-208	-95	25994	-2.262	62	10	3159
15	4	12	"Eggs O-glycan NP11-RP06 1 uM"	"103"	12750	31720	70	2599	2612	1530	423	391	423	105	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2176	2189	Error	2176	2189	83589	21.152	58	26	3160
15	5	12	"Eggs O-glycan NP11-RP06 1 uM"	"103"	13000	31690	70	2389	2408	1457	425	392	425	107	94	91	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1964	1983	Error	1964	1983	77045	18.841	60	27	3161
15	6	12	"Eggs O-glycan NP11-RP06 1 uM"	"103"	13250	31710	70	2039	2207	995	425	404	425	112	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1614	1782	Error	1614	1782	70638	16.098	45	27	3162
15	7	12	"Eggs O-glycan NP12-RP08 1 uM"	"107"	13510	31710	40	1189	1322	808	221	225	221	44	92	92	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	968	1101	Error	968	1101	15866	24.932	61	19	3163
15	8	12	"Eggs O-glycan NP12-RP08 1 uM"	"107"	13760	31700	60	904	1039	698	394	367	394	92	88	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	510	645	Error	510	645	33236	7.304	67	25	3164
15	9	12	"Eggs O-glycan NP12-RP08 1 uM"	"107"	14000	31700	50	971	1102	559	257	282	257	96	100	92	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	714	845	Error	714	845	13220	8.542	50	34	3165
15	10	12	"Eggs O-glycan NP13-RP11 1 uM"	"111"	14250	31690	70	20925	22216	16284	477	447	477	105	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	20448	21739	Error	20448	21739	710923	207.324	73	23	3166
15	11	12	"Eggs O-glycan NP13-RP11 1 uM"	"111"	14500	31690	60	18618	21599	15236	456	429	456	107	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	18162	21143	Error	18162	21143	691176	197.850	70	24	3167
15	12	12	"Eggs O-glycan NP13-RP11 1 uM"	"111"	14750	31690	60	22500	22893	12780	527	485	527	129	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	21973	22366	Error	21973	22366	732576	173.705	55	26	3168
15	1	13	"Cercariae O-glycan NP14-RP06 3 uM"	"83"	12040	31950	100	256	285	81	488	494	488	56	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-232	-203	Error	-232	-203	22829	-3.732	28	11	3169
15	2	13	"Cercariae O-glycan NP14-RP06 3 uM"	"83"	12280	31950	100	240	272	77	462	464	462	54	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-222	-190	Error	-222	-190	21730	-3.556	28	11	3170
15	3	13	"Cercariae O-glycan NP14-RP06 3 uM"	"83"	12530	31950	100	238	271	94	449	455	449	59	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-211	-178	Error	-211	-178	21661	-3.119	34	12	3171
15	4	13	"Cercariae O-glycan NP15-RP06 1 uM"	"87"	12770	31940	60	7207	9966	8039	422	397	422	84	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	6785	9544	Error	6785	9544	318926	113.917	80	21	3172
15	5	13	"Cercariae O-glycan NP15-RP06 1 uM"	"87"	13020	31940	60	6866	7634	4568	429	407	429	89	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	6437	7205	Error	6437	7205	244296	81.202	59	21	3173
15	6	13	"Cercariae O-glycan NP15-RP06 1 uM"	"87"	13260	31940	60	6167	7845	5543	423	409	423	87	100	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	5744	7422	Error	5744	7422	251031	85.471	70	21	3174
